Area,Age,M/F,Cause of death or injury,Measure,"Value per 100,000",Lower bound,Upper bound
Telangana,70+ years,Male,Neurological disorders,Affected rank,10,,
Telangana,70+ years,Male,Neurological disorders,Affected,1827.698102,994.9360498,3612.128295
Tripura,70+ years,Male,Neurological disorders,Affected rank,9,,
Tripura,70+ years,Male,Neurological disorders,Affected,183.8302678,86.3877122,405.8412535
Uttar Pradesh,70+ years,Male,Neurological disorders,Affected rank,10,,
Uttar Pradesh,70+ years,Male,Neurological disorders,Affected,9154.192567,4624.369069,19482.56247
Uttarakhand,70+ years,Male,Neurological disorders,Affected rank,10,,
Uttarakhand,70+ years,Male,Neurological disorders,Affected,393.1365338,218.3529095,752.9156992
West Bengal,70+ years,Male,Neurological disorders,Affected rank,10,,
West Bengal,70+ years,Male,Neurological disorders,Affected,3986.170084,1810.464246,8975.141142
Andhra Pradesh,70+ years,Male,Mental disorders,Affected rank,,,
Andhra Pradesh,70+ years,Male,Mental disorders,Affected,,,
Arunachal Pradesh,70+ years,Male,Mental disorders,Affected rank,,,
Arunachal Pradesh,70+ years,Male,Mental disorders,Affected,,,
Assam,70+ years,Male,Mental disorders,Affected rank,,,
Assam,70+ years,Male,Mental disorders,Affected,,,
Bihar,70+ years,Male,Mental disorders,Affected rank,,,
Bihar,70+ years,Male,Mental disorders,Affected,,,
Chhattisgarh,70+ years,Male,Mental disorders,Affected rank,,,
Chhattisgarh,70+ years,Male,Mental disorders,Affected,,,
Delhi,70+ years,Male,Mental disorders,Affected rank,,,
Delhi,70+ years,Male,Mental disorders,Affected,,,
Goa,70+ years,Male,Mental disorders,Affected rank,,,
Goa,70+ years,Male,Mental disorders,Affected,,,
Gujarat,70+ years,Male,Mental disorders,Affected rank,,,
Gujarat,70+ years,Male,Mental disorders,Affected,,,
Haryana,70+ years,Male,Mental disorders,Affected rank,,,
Haryana,70+ years,Male,Mental disorders,Affected,,,
Himachal Pradesh,70+ years,Male,Mental disorders,Affected rank,,,
Himachal Pradesh,70+ years,Male,Mental disorders,Affected,,,
Jammu & Kashmir and Ladakh,70+ years,Male,Mental disorders,Affected rank,,,
Jammu & Kashmir and Ladakh,70+ years,Male,Mental disorders,Affected,,,
Jharkhand,70+ years,Male,Mental disorders,Affected rank,,,
Jharkhand,70+ years,Male,Mental disorders,Affected,,,
Karnataka,70+ years,Male,Mental disorders,Affected rank,,,
Karnataka,70+ years,Male,Mental disorders,Affected,,,
Kerala,70+ years,Male,Mental disorders,Affected rank,,,
Kerala,70+ years,Male,Mental disorders,Affected,,,
Madhya Pradesh,70+ years,Male,Mental disorders,Affected rank,,,
Madhya Pradesh,70+ years,Male,Mental disorders,Affected,,,
Maharashtra,70+ years,Male,Mental disorders,Affected rank,,,
Maharashtra,70+ years,Male,Mental disorders,Affected,,,
Manipur,70+ years,Male,Mental disorders,Affected rank,,,
Manipur,70+ years,Male,Mental disorders,Affected,,,
Meghalaya,70+ years,Male,Mental disorders,Affected rank,,,
Meghalaya,70+ years,Male,Mental disorders,Affected,,,
Mizoram,70+ years,Male,Mental disorders,Affected rank,,,
Mizoram,70+ years,Male,Mental disorders,Affected,,,
Nagaland,70+ years,Male,Mental disorders,Affected rank,,,
Nagaland,70+ years,Male,Mental disorders,Affected,,,
Odisha,70+ years,Male,Mental disorders,Affected rank,,,
Odisha,70+ years,Male,Mental disorders,Affected,,,
Other Union Territories,70+ years,Male,Mental disorders,Affected rank,,,
Other Union Territories,70+ years,Male,Mental disorders,Affected,,,
Punjab,70+ years,Male,Mental disorders,Affected rank,,,
Punjab,70+ years,Male,Mental disorders,Affected,,,
Rajasthan,70+ years,Male,Mental disorders,Affected rank,,,
Rajasthan,70+ years,Male,Mental disorders,Affected,,,
Sikkim,70+ years,Male,Mental disorders,Affected rank,,,
Sikkim,70+ years,Male,Mental disorders,Affected,,,
Tamil Nadu,70+ years,Male,Mental disorders,Affected rank,,,
Tamil Nadu,70+ years,Male,Mental disorders,Affected,,,
Telangana,70+ years,Male,Mental disorders,Affected rank,,,
Telangana,70+ years,Male,Mental disorders,Affected,,,
Tripura,70+ years,Male,Mental disorders,Affected rank,,,
Tripura,70+ years,Male,Mental disorders,Affected,,,
Uttar Pradesh,70+ years,Male,Mental disorders,Affected rank,,,
Uttar Pradesh,70+ years,Male,Mental disorders,Affected,,,
Uttarakhand,70+ years,Male,Mental disorders,Affected rank,,,
Uttarakhand,70+ years,Male,Mental disorders,Affected,,,
West Bengal,70+ years,Male,Mental disorders,Affected rank,,,
West Bengal,70+ years,Male,Mental disorders,Affected,,,
Andhra Pradesh,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Andhra Pradesh,70+ years,Male,Musculoskeletal disorders,Affected,369.5860095,129.6387282,576.2747193
Arunachal Pradesh,70+ years,Male,Musculoskeletal disorders,Affected rank,16,,
Arunachal Pradesh,70+ years,Male,Musculoskeletal disorders,Affected,3.950200179,2.495240491,6.355226073
Assam,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Assam,70+ years,Male,Musculoskeletal disorders,Affected,92.01228111,59.41125666,148.0595412
Bihar,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Bihar,70+ years,Male,Musculoskeletal disorders,Affected,369.4979727,208.8543628,526.9929473
Chhattisgarh,70+ years,Male,Musculoskeletal disorders,Affected rank,19,,
Chhattisgarh,70+ years,Male,Musculoskeletal disorders,Affected,103.523714,62.5483968,156.8064692
Delhi,70+ years,Male,Musculoskeletal disorders,Affected rank,13,,
Delhi,70+ years,Male,Musculoskeletal disorders,Affected,76.22442654,31.35109603,107.2187947
Goa,70+ years,Male,Musculoskeletal disorders,Affected rank,16,,
Goa,70+ years,Male,Musculoskeletal disorders,Affected,2.820348077,1.189626321,10.9229644
Gujarat,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Gujarat,70+ years,Male,Musculoskeletal disorders,Affected,304.1584604,153.5746974,416.1933977
Haryana,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Haryana,70+ years,Male,Musculoskeletal disorders,Affected,149.6727406,55.64586925,209.7992158
Himachal Pradesh,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Himachal Pradesh,70+ years,Male,Musculoskeletal disorders,Affected,34.40695688,20.42434789,51.67669119
Jammu & Kashmir and Ladakh,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Jammu & Kashmir and Ladakh,70+ years,Male,Musculoskeletal disorders,Affected,36.71367625,23.39345766,65.53883961
Jharkhand,70+ years,Male,Musculoskeletal disorders,Affected rank,14,,
Jharkhand,70+ years,Male,Musculoskeletal disorders,Affected,103.4984342,40.92865963,144.669152
Karnataka,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Karnataka,70+ years,Male,Musculoskeletal disorders,Affected,304.4502019,150.4775357,407.3646415
Kerala,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Kerala,70+ years,Male,Musculoskeletal disorders,Affected,129.2725831,87.82165797,246.1300214
Madhya Pradesh,70+ years,Male,Musculoskeletal disorders,Affected rank,16,,
Madhya Pradesh,70+ years,Male,Musculoskeletal disorders,Affected,310.1635418,145.9552411,422.0781051
Maharashtra,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Maharashtra,70+ years,Male,Musculoskeletal disorders,Affected,793.249119,296.8562524,1075.519396
Manipur,70+ years,Male,Musculoskeletal disorders,Affected rank,16,,
Manipur,70+ years,Male,Musculoskeletal disorders,Affected,14.59143993,6.936588096,21.19719914
Meghalaya,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Meghalaya,70+ years,Male,Musculoskeletal disorders,Affected,10.49204007,5.104020051,15.45803647
Mizoram,70+ years,Male,Musculoskeletal disorders,Affected rank,17,,
Mizoram,70+ years,Male,Musculoskeletal disorders,Affected,4.219624604,2.316065843,6.492576509
Nagaland,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Nagaland,70+ years,Male,Musculoskeletal disorders,Affected,10.37793327,3.610865858,17.10573664
Odisha,70+ years,Male,Musculoskeletal disorders,Affected rank,16,,
Odisha,70+ years,Male,Musculoskeletal disorders,Affected,227.8487027,140.0567287,361.9217297
Other Union Territories,70+ years,Male,Musculoskeletal disorders,Affected rank,16,,
Other Union Territories,70+ years,Male,Musculoskeletal disorders,Affected,11.62656268,6.4309706,17.16731808
Punjab,70+ years,Male,Musculoskeletal disorders,Affected rank,14,,
Punjab,70+ years,Male,Musculoskeletal disorders,Affected,233.8066804,92.38979874,330.8975835
Rajasthan,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Rajasthan,70+ years,Male,Musculoskeletal disorders,Affected,178.8962817,120.741309,297.5839556
Sikkim,70+ years,Male,Musculoskeletal disorders,Affected rank,14,,
Sikkim,70+ years,Male,Musculoskeletal disorders,Affected,3.614420159,1.435244282,5.428061641
Tamil Nadu,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Tamil Nadu,70+ years,Male,Musculoskeletal disorders,Affected,549.6548758,206.6309074,768.6713115
Telangana,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Telangana,70+ years,Male,Musculoskeletal disorders,Affected,276.5403423,97.04307473,407.1214324
Tripura,70+ years,Male,Musculoskeletal disorders,Affected rank,15,,
Tripura,70+ years,Male,Musculoskeletal disorders,Affected,16.66081628,7.229762291,23.79775483
Uttar Pradesh,70+ years,Male,Musculoskeletal disorders,Affected rank,16,,
Uttar Pradesh,70+ years,Male,Musculoskeletal disorders,Affected,754.4773668,464.7842149,1117.725404
Uttarakhand,70+ years,Male,Musculoskeletal disorders,Affected rank,14,,
Uttarakhand,70+ years,Male,Musculoskeletal disorders,Affected,71.42492925,24.31430004,98.45596329
West Bengal,70+ years,Male,Musculoskeletal disorders,Affected rank,16,,
West Bengal,70+ years,Male,Musculoskeletal disorders,Affected,283.2465489,195.7353879,454.0808423
Andhra Pradesh,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Andhra Pradesh,70+ years,Male,Other non-communicable diseases,Affected,893.9666168,554.2759367,1271.039477
Arunachal Pradesh,70+ years,Male,Other non-communicable diseases,Affected rank,13,,
Arunachal Pradesh,70+ years,Male,Other non-communicable diseases,Affected,12.31885435,6.979762445,20.75429717
Assam,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Assam,70+ years,Male,Other non-communicable diseases,Affected,395.831879,284.4160868,595.0769525
Bihar,70+ years,Male,Other non-communicable diseases,Affected rank,12,,
Bihar,70+ years,Male,Other non-communicable diseases,Affected,1088.333129,709.2012252,1643.495889
Chhattisgarh,70+ years,Male,Other non-communicable diseases,Affected rank,10,,
Chhattisgarh,70+ years,Male,Other non-communicable diseases,Affected,1027.387594,365.2927815,1553.721876
Delhi,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Delhi,70+ years,Male,Other non-communicable diseases,Affected,230.9893358,151.1689699,313.9989596
Goa,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Goa,70+ years,Male,Other non-communicable diseases,Affected,27.39370239,15.92100389,41.13138606
Gujarat,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Gujarat,70+ years,Male,Other non-communicable diseases,Affected,1032.058063,765.7697742,1315.508191
Haryana,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Haryana,70+ years,Male,Other non-communicable diseases,Affected,482.7683491,328.1651799,647.9993261
Himachal Pradesh,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Himachal Pradesh,70+ years,Male,Other non-communicable diseases,Affected,134.915817,84.13713705,181.7455524
Jammu & Kashmir and Ladakh,70+ years,Male,Other non-communicable diseases,Affected rank,12,,
Jammu & Kashmir and Ladakh,70+ years,Male,Other non-communicable diseases,Affected,117.5750072,81.03796513,200.8958089
Jharkhand,70+ years,Male,Other non-communicable diseases,Affected rank,12,,
Jharkhand,70+ years,Male,Other non-communicable diseases,Affected,209.4871049,116.2248679,324.7661413
Karnataka,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Karnataka,70+ years,Male,Other non-communicable diseases,Affected,992.8572415,769.9432306,1247.646307
Kerala,70+ years,Male,Other non-communicable diseases,Affected rank,13,,
Kerala,70+ years,Male,Other non-communicable diseases,Affected,481.6278722,351.7818031,770.4150523
Madhya Pradesh,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Madhya Pradesh,70+ years,Male,Other non-communicable diseases,Affected,1632.90213,817.4711739,2354.170006
Maharashtra,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Maharashtra,70+ years,Male,Other non-communicable diseases,Affected,2108.948602,1553.396865,2706.200539
Manipur,70+ years,Male,Other non-communicable diseases,Affected rank,12,,
Manipur,70+ years,Male,Other non-communicable diseases,Affected,42.65209423,29.51645478,56.17078092
Meghalaya,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Meghalaya,70+ years,Male,Other non-communicable diseases,Affected,22.31807348,13.31268427,38.41449277
Mizoram,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Mizoram,70+ years,Male,Other non-communicable diseases,Affected,21.43011394,12.51650342,30.78484767
Nagaland,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Nagaland,70+ years,Male,Other non-communicable diseases,Affected,24.90501464,15.4011113,35.18095438
Odisha,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Odisha,70+ years,Male,Other non-communicable diseases,Affected,1805.853514,816.9718867,2664.863974
Other Union Territories,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Other Union Territories,70+ years,Male,Other non-communicable diseases,Affected,41.35956935,26.65769332,59.41866983
Punjab,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Punjab,70+ years,Male,Other non-communicable diseases,Affected,722.0032656,524.1728305,934.4630898
Rajasthan,70+ years,Male,Other non-communicable diseases,Affected rank,12,,
Rajasthan,70+ years,Male,Other non-communicable diseases,Affected,945.0736884,635.8537615,1334.121574
Sikkim,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Sikkim,70+ years,Male,Other non-communicable diseases,Affected,7.710429564,4.579791014,13.0784423
Tamil Nadu,70+ years,Male,Other non-communicable diseases,Affected rank,14,,
Tamil Nadu,70+ years,Male,Other non-communicable diseases,Affected,1033.360642,668.3585392,1617.15061
Telangana,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Telangana,70+ years,Male,Other non-communicable diseases,Affected,693.1410023,447.2217968,949.2173342
Tripura,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Tripura,70+ years,Male,Other non-communicable diseases,Affected,47.9605379,32.33986177,64.25619785
Uttar Pradesh,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
Uttar Pradesh,70+ years,Male,Other non-communicable diseases,Affected,4273.543348,2819.250822,6458.050638
Uttarakhand,70+ years,Male,Other non-communicable diseases,Affected rank,12,,
Uttarakhand,70+ years,Male,Other non-communicable diseases,Affected,226.5151124,134.0230487,305.5263988
West Bengal,70+ years,Male,Other non-communicable diseases,Affected rank,11,,
West Bengal,70+ years,Male,Other non-communicable diseases,Affected,1310.4037,981.6228372,1661.42818
Andhra Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Andhra Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected,110.4293837,71.76561958,157.7684601
Arunachal Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Arunachal Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected,3.812480933,2.307591783,5.494718991
Assam,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Assam,70+ years,Male,Skin and subcutaneous diseases,Affected,87.6705727,59.76650529,130.9654619
Bihar,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Bihar,70+ years,Male,Skin and subcutaneous diseases,Affected,205.9452264,145.3423584,292.2319119
Chhattisgarh,70+ years,Male,Skin and subcutaneous diseases,Affected rank,14,,
Chhattisgarh,70+ years,Male,Skin and subcutaneous diseases,Affected,229.0840095,127.774092,353.9160429
Delhi,70+ years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Delhi,70+ years,Male,Skin and subcutaneous diseases,Affected,34.10543706,23.65649462,46.47186434
Goa,70+ years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Goa,70+ years,Male,Skin and subcutaneous diseases,Affected,2.362935147,1.521463688,3.406850303
Gujarat,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Gujarat,70+ years,Male,Skin and subcutaneous diseases,Affected,208.13728,140.8277394,284.9960827
Haryana,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Haryana,70+ years,Male,Skin and subcutaneous diseases,Affected,81.6030023,53.53649146,116.8038201
Himachal Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Himachal Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected,28.71401362,17.63627805,41.34361157
Jammu & Kashmir and Ladakh,70+ years,Male,Skin and subcutaneous diseases,Affected rank,19,,
Jammu & Kashmir and Ladakh,70+ years,Male,Skin and subcutaneous diseases,Affected,8.451798733,6.090235898,11.7618562
Jharkhand,70+ years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Jharkhand,70+ years,Male,Skin and subcutaneous diseases,Affected,71.05891626,48.66276856,99.06928146
Karnataka,70+ years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Karnataka,70+ years,Male,Skin and subcutaneous diseases,Affected,172.0229781,118.3229052,234.8952034
Kerala,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Kerala,70+ years,Male,Skin and subcutaneous diseases,Affected,127.9270651,96.53826028,166.7295807
Madhya Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected rank,15,,
Madhya Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected,368.5092593,254.1857501,514.0610061
Maharashtra,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Maharashtra,70+ years,Male,Skin and subcutaneous diseases,Affected,700.2550657,506.503633,957.2434292
Manipur,70+ years,Male,Skin and subcutaneous diseases,Affected rank,19,,
Manipur,70+ years,Male,Skin and subcutaneous diseases,Affected,4.101433226,2.452747023,5.969019976
Meghalaya,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Meghalaya,70+ years,Male,Skin and subcutaneous diseases,Affected,5.824248722,3.53838393,8.724385084
Mizoram,70+ years,Male,Skin and subcutaneous diseases,Affected rank,14,,
Mizoram,70+ years,Male,Skin and subcutaneous diseases,Affected,6.191976923,3.929896223,9.384140467
Nagaland,70+ years,Male,Skin and subcutaneous diseases,Affected rank,13,,
Nagaland,70+ years,Male,Skin and subcutaneous diseases,Affected,16.97806982,10.93803474,24.23666978
Odisha,70+ years,Male,Skin and subcutaneous diseases,Affected rank,14,,
Odisha,70+ years,Male,Skin and subcutaneous diseases,Affected,370.5060132,247.4297976,527.9003034
Other Union Territories,70+ years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Other Union Territories,70+ years,Male,Skin and subcutaneous diseases,Affected,7.880141975,5.241041686,11.1880923
Punjab,70+ years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Punjab,70+ years,Male,Skin and subcutaneous diseases,Affected,96.92702738,70.25998727,131.9659108
Rajasthan,70+ years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Rajasthan,70+ years,Male,Skin and subcutaneous diseases,Affected,141.9528914,87.39446676,203.3367668
Sikkim,70+ years,Male,Skin and subcutaneous diseases,Affected rank,19,,
Sikkim,70+ years,Male,Skin and subcutaneous diseases,Affected,0.176110062,0.102779713,0.289028033
Tamil Nadu,70+ years,Male,Skin and subcutaneous diseases,Affected rank,17,,
Tamil Nadu,70+ years,Male,Skin and subcutaneous diseases,Affected,185.3339785,128.2354999,250.7612866
Telangana,70+ years,Male,Skin and subcutaneous diseases,Affected rank,18,,
Telangana,70+ years,Male,Skin and subcutaneous diseases,Affected,82.98137258,49.53869928,126.7269351
Tripura,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Tripura,70+ years,Male,Skin and subcutaneous diseases,Affected,12.20299033,7.824379601,18.316828
Uttar Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected rank,15,,
Uttar Pradesh,70+ years,Male,Skin and subcutaneous diseases,Affected,908.5635341,649.6066913,1236.066777
Uttarakhand,70+ years,Male,Skin and subcutaneous diseases,Affected rank,16,,
Uttarakhand,70+ years,Male,Skin and subcutaneous diseases,Affected,42.28696578,25.66663858,66.63124684
West Bengal,70+ years,Male,Skin and subcutaneous diseases,Affected rank,15,,
West Bengal,70+ years,Male,Skin and subcutaneous diseases,Affected,441.7502507,329.9951893,579.0382304
Andhra Pradesh,70+ years,Male,Sense organ diseases,Affected rank,,,
Andhra Pradesh,70+ years,Male,Sense organ diseases,Affected,,,
Arunachal Pradesh,70+ years,Male,Sense organ diseases,Affected rank,,,
Arunachal Pradesh,70+ years,Male,Sense organ diseases,Affected,,,
Assam,70+ years,Male,Sense organ diseases,Affected rank,,,
Assam,70+ years,Male,Sense organ diseases,Affected,,,
Bihar,70+ years,Male,Sense organ diseases,Affected rank,,,
Bihar,70+ years,Male,Sense organ diseases,Affected,,,
Chhattisgarh,70+ years,Male,Sense organ diseases,Affected rank,,,
Chhattisgarh,70+ years,Male,Sense organ diseases,Affected,,,
Delhi,70+ years,Male,Sense organ diseases,Affected rank,,,
Delhi,70+ years,Male,Sense organ diseases,Affected,,,
Goa,70+ years,Male,Sense organ diseases,Affected rank,,,
Goa,70+ years,Male,Sense organ diseases,Affected,,,
Gujarat,70+ years,Male,Sense organ diseases,Affected rank,,,
Gujarat,70+ years,Male,Sense organ diseases,Affected,,,
Haryana,70+ years,Male,Sense organ diseases,Affected rank,,,
Haryana,70+ years,Male,Sense organ diseases,Affected,,,
Himachal Pradesh,70+ years,Male,Sense organ diseases,Affected rank,,,
Himachal Pradesh,70+ years,Male,Sense organ diseases,Affected,,,
Jammu & Kashmir and Ladakh,70+ years,Male,Sense organ diseases,Affected rank,,,
Jammu & Kashmir and Ladakh,70+ years,Male,Sense organ diseases,Affected,,,
Jharkhand,70+ years,Male,Sense organ diseases,Affected rank,,,
Jharkhand,70+ years,Male,Sense organ diseases,Affected,,,
Karnataka,70+ years,Male,Sense organ diseases,Affected rank,,,
Karnataka,70+ years,Male,Sense organ diseases,Affected,,,
Kerala,70+ years,Male,Sense organ diseases,Affected rank,,,
Kerala,70+ years,Male,Sense organ diseases,Affected,,,
Madhya Pradesh,70+ years,Male,Sense organ diseases,Affected rank,,,
Madhya Pradesh,70+ years,Male,Sense organ diseases,Affected,,,
Maharashtra,70+ years,Male,Sense organ diseases,Affected rank,,,
Maharashtra,70+ years,Male,Sense organ diseases,Affected,,,
Manipur,70+ years,Male,Sense organ diseases,Affected rank,,,
Manipur,70+ years,Male,Sense organ diseases,Affected,,,
Meghalaya,70+ years,Male,Sense organ diseases,Affected rank,,,
Meghalaya,70+ years,Male,Sense organ diseases,Affected,,,
Mizoram,70+ years,Male,Sense organ diseases,Affected rank,,,
Mizoram,70+ years,Male,Sense organ diseases,Affected,,,
Nagaland,70+ years,Male,Sense organ diseases,Affected rank,,,
Nagaland,70+ years,Male,Sense organ diseases,Affected,,,
Odisha,70+ years,Male,Sense organ diseases,Affected rank,,,
Odisha,70+ years,Male,Sense organ diseases,Affected,,,
Other Union Territories,70+ years,Male,Sense organ diseases,Affected rank,,,
Other Union Territories,70+ years,Male,Sense organ diseases,Affected,,,
Punjab,70+ years,Male,Sense organ diseases,Affected rank,,,
Punjab,70+ years,Male,Sense organ diseases,Affected,,,
Rajasthan,70+ years,Male,Sense organ diseases,Affected rank,,,
Rajasthan,70+ years,Male,Sense organ diseases,Affected,,,
Sikkim,70+ years,Male,Sense organ diseases,Affected rank,,,
Sikkim,70+ years,Male,Sense organ diseases,Affected,,,
Tamil Nadu,70+ years,Male,Sense organ diseases,Affected rank,,,
Tamil Nadu,70+ years,Male,Sense organ diseases,Affected,,,
Telangana,70+ years,Male,Sense organ diseases,Affected rank,,,
Telangana,70+ years,Male,Sense organ diseases,Affected,,,
Tripura,70+ years,Male,Sense organ diseases,Affected rank,,,
Tripura,70+ years,Male,Sense organ diseases,Affected,,,
Uttar Pradesh,70+ years,Male,Sense organ diseases,Affected rank,,,
Uttar Pradesh,70+ years,Male,Sense organ diseases,Affected,,,
Uttarakhand,70+ years,Male,Sense organ diseases,Affected rank,,,
Uttarakhand,70+ years,Male,Sense organ diseases,Affected,,,
West Bengal,70+ years,Male,Sense organ diseases,Affected rank,,,
West Bengal,70+ years,Male,Sense organ diseases,Affected,,,
Andhra Pradesh,70+ years,Male,Transport injuries,Affected rank,13,,
Andhra Pradesh,70+ years,Male,Transport injuries,Affected,849.778268,590.8196831,1139.558769
Arunachal Pradesh,70+ years,Male,Transport injuries,Affected rank,11,,
Arunachal Pradesh,70+ years,Male,Transport injuries,Affected,12.76155963,9.223958836,17.18508546
Assam,70+ years,Male,Transport injuries,Affected rank,12,,
Assam,70+ years,Male,Transport injuries,Affected,254.6839591,201.5662501,324.1789691
Bihar,70+ years,Male,Transport injuries,Affected rank,11,,
Bihar,70+ years,Male,Transport injuries,Affected,1503.391823,1086.371227,1968.370518
Chhattisgarh,70+ years,Male,Transport injuries,Affected rank,12,,
Chhattisgarh,70+ years,Male,Transport injuries,Affected,449.827451,343.7722887,572.4537453
Delhi,70+ years,Male,Transport injuries,Affected rank,12,,
Delhi,70+ years,Male,Transport injuries,Affected,198.3051279,151.4421983,253.514436
Goa,70+ years,Male,Transport injuries,Affected rank,12,,
Goa,70+ years,Male,Transport injuries,Affected,24.8987377,17.6766913,34.25815364
Gujarat,70+ years,Male,Transport injuries,Affected rank,12,,
Gujarat,70+ years,Male,Transport injuries,Affected,765.3380772,609.5435985,947.6266983
Haryana,70+ years,Male,Transport injuries,Affected rank,12,,
Haryana,70+ years,Male,Transport injuries,Affected,400.9180551,320.1622396,499.8021945
Himachal Pradesh,70+ years,Male,Transport injuries,Affected rank,12,,
Himachal Pradesh,70+ years,Male,Transport injuries,Affected,131.112633,98.57995757,170.6461833
Jammu & Kashmir and Ladakh,70+ years,Male,Transport injuries,Affected rank,11,,
Jammu & Kashmir and Ladakh,70+ years,Male,Transport injuries,Affected,266.454273,209.5317339,336.6424631
Jharkhand,70+ years,Male,Transport injuries,Affected rank,11,,
Jharkhand,70+ years,Male,Transport injuries,Affected,300.3143304,224.6297608,385.1833245
Karnataka,70+ years,Male,Transport injuries,Affected rank,13,,
Karnataka,70+ years,Male,Transport injuries,Affected,868.5831023,699.5650842,1050.622366
Kerala,70+ years,Male,Transport injuries,Affected rank,11,,
Kerala,70+ years,Male,Transport injuries,Affected,791.36985,642.8644442,956.935887
Madhya Pradesh,70+ years,Male,Transport injuries,Affected rank,12,,
Madhya Pradesh,70+ years,Male,Transport injuries,Affected,1049.447707,816.126678,1299.915691
Maharashtra,70+ years,Male,Transport injuries,Affected rank,12,,
Maharashtra,70+ years,Male,Transport injuries,Affected,1700.403234,1362.892682,2056.690262
Manipur,70+ years,Male,Transport injuries,Affected rank,11,,
Manipur,70+ years,Male,Transport injuries,Affected,44.80587403,32.88512479,59.83672633
Meghalaya,70+ years,Male,Transport injuries,Affected rank,13,,
Meghalaya,70+ years,Male,Transport injuries,Affected,15.41531269,11.25233823,20.79955756
Mizoram,70+ years,Male,Transport injuries,Affected rank,12,,
Mizoram,70+ years,Male,Transport injuries,Affected,14.54908,10.15491172,20.08060136
Nagaland,70+ years,Male,Transport injuries,Affected rank,14,,
Nagaland,70+ years,Male,Transport injuries,Affected,15.39866478,10.7569159,20.28652838
Odisha,70+ years,Male,Transport injuries,Affected rank,12,,
Odisha,70+ years,Male,Transport injuries,Affected,660.294526,509.324192,867.7263496
Other Union Territories,70+ years,Male,Transport injuries,Affected rank,12,,
