Area,Age,M/F,Cause of death or injury,Measure,"Value per 100,000",Lower bound,Upper bound
Haryana,<5 years,Female,Neurological disorders,Affected,31.1226304,11.81864995,56.97866162
Himachal Pradesh,<5 years,Female,Neurological disorders,Affected rank,14,,
Himachal Pradesh,<5 years,Female,Neurological disorders,Affected,2.744692267,1.522750101,4.78052429
Jammu & Kashmir and Ladakh,<5 years,Female,Neurological disorders,Affected rank,13,,
Jammu & Kashmir and Ladakh,<5 years,Female,Neurological disorders,Affected,4.766116588,2.793870129,7.913342668
Jharkhand,<5 years,Female,Neurological disorders,Affected rank,13,,
Jharkhand,<5 years,Female,Neurological disorders,Affected,43.84644175,7.743304069,94.92884868
Karnataka,<5 years,Female,Neurological disorders,Affected rank,12,,
Karnataka,<5 years,Female,Neurological disorders,Affected,60.9615517,19.47586567,123.8721383
Kerala,<5 years,Female,Neurological disorders,Affected rank,10,,
Kerala,<5 years,Female,Neurological disorders,Affected,8.882768895,2.828669449,15.41636012
Madhya Pradesh,<5 years,Female,Neurological disorders,Affected rank,16,,
Madhya Pradesh,<5 years,Female,Neurological disorders,Affected,82.87580758,39.71437937,146.2110704
Maharashtra,<5 years,Female,Neurological disorders,Affected rank,13,,
Maharashtra,<5 years,Female,Neurological disorders,Affected,37.77502024,13.39345388,69.23316187
Manipur,<5 years,Female,Neurological disorders,Affected rank,18,,
Manipur,<5 years,Female,Neurological disorders,Affected,0.617947981,0.265744258,1.40961381
Meghalaya,<5 years,Female,Neurological disorders,Affected rank,15,,
Meghalaya,<5 years,Female,Neurological disorders,Affected,2.524518859,1.207592781,4.397235327
Mizoram,<5 years,Female,Neurological disorders,Affected rank,19,,
Mizoram,<5 years,Female,Neurological disorders,Affected,0.080521916,0.027644228,0.182977453
Nagaland,<5 years,Female,Neurological disorders,Affected rank,16,,
Nagaland,<5 years,Female,Neurological disorders,Affected,0.539848449,0.315069515,0.838846241
Odisha,<5 years,Female,Neurological disorders,Affected rank,11,,
Odisha,<5 years,Female,Neurological disorders,Affected,66.36803628,11.06643796,139.836639
Other Union Territories,<5 years,Female,Neurological disorders,Affected rank,14,,
Other Union Territories,<5 years,Female,Neurological disorders,Affected,1.159235219,0.523372843,2.053084228
Punjab,<5 years,Female,Neurological disorders,Affected rank,12,,
Punjab,<5 years,Female,Neurological disorders,Affected,17.56185513,6.88729661,30.89210387
Rajasthan,<5 years,Female,Neurological disorders,Affected rank,13,,
Rajasthan,<5 years,Female,Neurological disorders,Affected,101.0924483,41.3302817,189.5551501
Sikkim,<5 years,Female,Neurological disorders,Affected rank,15,,
Sikkim,<5 years,Female,Neurological disorders,Affected,0.16418527,0.090361652,0.275048328
Tamil Nadu,<5 years,Female,Neurological disorders,Affected rank,11,,
Tamil Nadu,<5 years,Female,Neurological disorders,Affected,30.05401488,13.38953297,55.09981595
Telangana,<5 years,Female,Neurological disorders,Affected rank,13,,
Telangana,<5 years,Female,Neurological disorders,Affected,27.40086861,8.143800651,52.50160585
Tripura,<5 years,Female,Neurological disorders,Affected rank,16,,
Tripura,<5 years,Female,Neurological disorders,Affected,0.650879512,0.311182474,1.164930496
Uttar Pradesh,<5 years,Female,Neurological disorders,Affected rank,15,,
Uttar Pradesh,<5 years,Female,Neurological disorders,Affected,415.9207476,178.5825543,768.3941568
Uttarakhand,<5 years,Female,Neurological disorders,Affected rank,13,,
Uttarakhand,<5 years,Female,Neurological disorders,Affected,5.531179474,1.932434553,10.53737381
West Bengal,<5 years,Female,Neurological disorders,Affected rank,16,,
West Bengal,<5 years,Female,Neurological disorders,Affected,26.44126511,13.56379159,50.59022526
Andhra Pradesh,<5 years,Female,Mental disorders,Affected rank,,,
Andhra Pradesh,<5 years,Female,Mental disorders,Affected,,,
Arunachal Pradesh,<5 years,Female,Mental disorders,Affected rank,,,
Arunachal Pradesh,<5 years,Female,Mental disorders,Affected,,,
Assam,<5 years,Female,Mental disorders,Affected rank,,,
Assam,<5 years,Female,Mental disorders,Affected,,,
Bihar,<5 years,Female,Mental disorders,Affected rank,,,
Bihar,<5 years,Female,Mental disorders,Affected,,,
Chhattisgarh,<5 years,Female,Mental disorders,Affected rank,,,
Chhattisgarh,<5 years,Female,Mental disorders,Affected,,,
Delhi,<5 years,Female,Mental disorders,Affected rank,,,
Delhi,<5 years,Female,Mental disorders,Affected,,,
Goa,<5 years,Female,Mental disorders,Affected rank,,,
Goa,<5 years,Female,Mental disorders,Affected,,,
Gujarat,<5 years,Female,Mental disorders,Affected rank,,,
Gujarat,<5 years,Female,Mental disorders,Affected,,,
Haryana,<5 years,Female,Mental disorders,Affected rank,,,
Haryana,<5 years,Female,Mental disorders,Affected,,,
Himachal Pradesh,<5 years,Female,Mental disorders,Affected rank,,,
Himachal Pradesh,<5 years,Female,Mental disorders,Affected,,,
Jammu & Kashmir and Ladakh,<5 years,Female,Mental disorders,Affected rank,,,
Jammu & Kashmir and Ladakh,<5 years,Female,Mental disorders,Affected,,,
Jharkhand,<5 years,Female,Mental disorders,Affected rank,,,
Jharkhand,<5 years,Female,Mental disorders,Affected,,,
Karnataka,<5 years,Female,Mental disorders,Affected rank,,,
Karnataka,<5 years,Female,Mental disorders,Affected,,,
Kerala,<5 years,Female,Mental disorders,Affected rank,,,
Kerala,<5 years,Female,Mental disorders,Affected,,,
Madhya Pradesh,<5 years,Female,Mental disorders,Affected rank,,,
Madhya Pradesh,<5 years,Female,Mental disorders,Affected,,,
Maharashtra,<5 years,Female,Mental disorders,Affected rank,,,
Maharashtra,<5 years,Female,Mental disorders,Affected,,,
Manipur,<5 years,Female,Mental disorders,Affected rank,,,
Manipur,<5 years,Female,Mental disorders,Affected,,,
Meghalaya,<5 years,Female,Mental disorders,Affected rank,,,
Meghalaya,<5 years,Female,Mental disorders,Affected,,,
Mizoram,<5 years,Female,Mental disorders,Affected rank,,,
Mizoram,<5 years,Female,Mental disorders,Affected,,,
Nagaland,<5 years,Female,Mental disorders,Affected rank,,,
Nagaland,<5 years,Female,Mental disorders,Affected,,,
Odisha,<5 years,Female,Mental disorders,Affected rank,,,
Odisha,<5 years,Female,Mental disorders,Affected,,,
Other Union Territories,<5 years,Female,Mental disorders,Affected rank,,,
Other Union Territories,<5 years,Female,Mental disorders,Affected,,,
Punjab,<5 years,Female,Mental disorders,Affected rank,,,
Punjab,<5 years,Female,Mental disorders,Affected,,,
Rajasthan,<5 years,Female,Mental disorders,Affected rank,,,
Rajasthan,<5 years,Female,Mental disorders,Affected,,,
Sikkim,<5 years,Female,Mental disorders,Affected rank,,,
Sikkim,<5 years,Female,Mental disorders,Affected,,,
Tamil Nadu,<5 years,Female,Mental disorders,Affected rank,,,
Tamil Nadu,<5 years,Female,Mental disorders,Affected,,,
Telangana,<5 years,Female,Mental disorders,Affected rank,,,
Telangana,<5 years,Female,Mental disorders,Affected,,,
Tripura,<5 years,Female,Mental disorders,Affected rank,,,
Tripura,<5 years,Female,Mental disorders,Affected,,,
Uttar Pradesh,<5 years,Female,Mental disorders,Affected rank,,,
Uttar Pradesh,<5 years,Female,Mental disorders,Affected,,,
Uttarakhand,<5 years,Female,Mental disorders,Affected rank,,,
Uttarakhand,<5 years,Female,Mental disorders,Affected,,,
West Bengal,<5 years,Female,Mental disorders,Affected rank,,,
West Bengal,<5 years,Female,Mental disorders,Affected,,,
Andhra Pradesh,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Andhra Pradesh,<5 years,Female,Musculoskeletal disorders,Affected,0.003600961,0.000906876,0.029054999
Arunachal Pradesh,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Arunachal Pradesh,<5 years,Female,Musculoskeletal disorders,Affected,0.001951571,0.000974915,0.003642513
Assam,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Assam,<5 years,Female,Musculoskeletal disorders,Affected,0.00373587,0.00060119,0.033008031
Bihar,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Bihar,<5 years,Female,Musculoskeletal disorders,Affected,0.295462159,0.165713341,0.574125081
Chhattisgarh,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Chhattisgarh,<5 years,Female,Musculoskeletal disorders,Affected,0.050758428,0.018473709,0.096837784
Delhi,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Delhi,<5 years,Female,Musculoskeletal disorders,Affected,0.000833498,0.000154152,0.008798626
Goa,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Goa,<5 years,Female,Musculoskeletal disorders,Affected,9.97E-05,3.06E-05,0.000305147
Gujarat,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Gujarat,<5 years,Female,Musculoskeletal disorders,Affected,0.007339677,0.00142248,0.059803724
Haryana,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Haryana,<5 years,Female,Musculoskeletal disorders,Affected,0.002968329,0.000504869,0.032055351
Himachal Pradesh,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Himachal Pradesh,<5 years,Female,Musculoskeletal disorders,Affected,0.000736955,0.000215125,0.005029562
Jammu & Kashmir and Ladakh,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Jammu & Kashmir and Ladakh,<5 years,Female,Musculoskeletal disorders,Affected,0.000920383,0.000196404,0.009280276
Jharkhand,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Jharkhand,<5 years,Female,Musculoskeletal disorders,Affected,0.00415206,0.001065692,0.027301726
Karnataka,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Karnataka,<5 years,Female,Musculoskeletal disorders,Affected,0.007776988,0.001366245,0.05880515
Kerala,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Kerala,<5 years,Female,Musculoskeletal disorders,Affected,0.001343737,0.000181063,0.007224459
Madhya Pradesh,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Madhya Pradesh,<5 years,Female,Musculoskeletal disorders,Affected,0.1646424,0.079593017,0.299915137
Maharashtra,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Maharashtra,<5 years,Female,Musculoskeletal disorders,Affected,0.005750995,0.00106895,0.049520141
Manipur,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Manipur,<5 years,Female,Musculoskeletal disorders,Affected,0.000426975,0.000129866,0.003346939
Meghalaya,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Meghalaya,<5 years,Female,Musculoskeletal disorders,Affected,0.000437851,0.000116484,0.004172125
Mizoram,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Mizoram,<5 years,Female,Musculoskeletal disorders,Affected,4.60E-05,1.11E-05,0.000407853
Nagaland,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Nagaland,<5 years,Female,Musculoskeletal disorders,Affected,0.000546889,0.000211522,0.00159386
Odisha,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Odisha,<5 years,Female,Musculoskeletal disorders,Affected,0.068612261,0.036668254,0.120557437
Other Union Territories,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Other Union Territories,<5 years,Female,Musculoskeletal disorders,Affected,0.000264086,6.58E-05,0.001917052
Punjab,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Punjab,<5 years,Female,Musculoskeletal disorders,Affected,0.026613659,0.013986657,0.047698049
Rajasthan,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Rajasthan,<5 years,Female,Musculoskeletal disorders,Affected,0.166072277,0.08303178,0.262160387
Sikkim,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Sikkim,<5 years,Female,Musculoskeletal disorders,Affected,0.000213757,8.68E-05,0.000725382
Tamil Nadu,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Tamil Nadu,<5 years,Female,Musculoskeletal disorders,Affected,0.13671766,0.050072319,0.308908688
Telangana,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Telangana,<5 years,Female,Musculoskeletal disorders,Affected,0.003363121,0.000858473,0.027049802
Tripura,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Tripura,<5 years,Female,Musculoskeletal disorders,Affected,0.000231509,7.62E-05,0.001328665
Uttar Pradesh,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Uttar Pradesh,<5 years,Female,Musculoskeletal disorders,Affected,0.975359818,0.515934499,1.5002536
Uttarakhand,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
Uttarakhand,<5 years,Female,Musculoskeletal disorders,Affected,0.00123964,0.000359492,0.009058123
West Bengal,<5 years,Female,Musculoskeletal disorders,Affected rank,20,,
West Bengal,<5 years,Female,Musculoskeletal disorders,Affected,0.005119056,0.000839515,0.050647516
Andhra Pradesh,<5 years,Female,Other non-communicable diseases,Affected rank,2,,
Andhra Pradesh,<5 years,Female,Other non-communicable diseases,Affected,741.0305984,464.0149662,1246.5981
Arunachal Pradesh,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Arunachal Pradesh,<5 years,Female,Other non-communicable diseases,Affected,22.50443049,12.66158383,41.62032867
Assam,<5 years,Female,Other non-communicable diseases,Affected rank,4,,
Assam,<5 years,Female,Other non-communicable diseases,Affected,682.1474906,389.7173315,1201.155788
Bihar,<5 years,Female,Other non-communicable diseases,Affected rank,4,,
Bihar,<5 years,Female,Other non-communicable diseases,Affected,3599.199538,2540.582852,5113.259903
Chhattisgarh,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Chhattisgarh,<5 years,Female,Other non-communicable diseases,Affected,824.8896097,493.8287657,1204.771146
Delhi,<5 years,Female,Other non-communicable diseases,Affected rank,4,,
Delhi,<5 years,Female,Other non-communicable diseases,Affected,112.9774741,58.14581968,224.2017756
Goa,<5 years,Female,Other non-communicable diseases,Affected rank,2,,
Goa,<5 years,Female,Other non-communicable diseases,Affected,8.735392507,3.87576288,17.53888615
Gujarat,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Gujarat,<5 years,Female,Other non-communicable diseases,Affected,1222.891324,759.3535717,2023.753903
Haryana,<5 years,Female,Other non-communicable diseases,Affected rank,4,,
Haryana,<5 years,Female,Other non-communicable diseases,Affected,516.7537031,313.7305347,859.8025584
Himachal Pradesh,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Himachal Pradesh,<5 years,Female,Other non-communicable diseases,Affected,81.1366093,52.45455581,136.751236
Jammu & Kashmir and Ladakh,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Jammu & Kashmir and Ladakh,<5 years,Female,Other non-communicable diseases,Affected,195.8034447,137.9660938,276.6946913
Jharkhand,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Jharkhand,<5 years,Female,Other non-communicable diseases,Affected,916.4426508,589.2410149,1340.587461
Karnataka,<5 years,Female,Other non-communicable diseases,Affected rank,2,,
Karnataka,<5 years,Female,Other non-communicable diseases,Affected,1345.683291,739.4486892,2254.008399
Kerala,<5 years,Female,Other non-communicable diseases,Affected rank,2,,
Kerala,<5 years,Female,Other non-communicable diseases,Affected,293.8113445,88.03762941,497.9372015
Madhya Pradesh,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Madhya Pradesh,<5 years,Female,Other non-communicable diseases,Affected,2497.527956,1595.772784,4131.729352
Maharashtra,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Maharashtra,<5 years,Female,Other non-communicable diseases,Affected,918.2809709,582.48892,1660.66135
Manipur,<5 years,Female,Other non-communicable diseases,Affected rank,4,,
Manipur,<5 years,Female,Other non-communicable diseases,Affected,42.91861501,26.86849698,75.76123087
Meghalaya,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Meghalaya,<5 years,Female,Other non-communicable diseases,Affected,82.26695175,51.61948084,126.6388912
Mizoram,<5 years,Female,Other non-communicable diseases,Affected rank,4,,
Mizoram,<5 years,Female,Other non-communicable diseases,Affected,15.00557854,8.202848869,27.29769369
Nagaland,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Nagaland,<5 years,Female,Other non-communicable diseases,Affected,22.1230748,14.08411675,33.84614299
Odisha,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Odisha,<5 years,Female,Other non-communicable diseases,Affected,840.7410362,554.614789,1456.293492
Other Union Territories,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Other Union Territories,<5 years,Female,Other non-communicable diseases,Affected,33.41504657,18.67019431,57.59298859
Punjab,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Punjab,<5 years,Female,Other non-communicable diseases,Affected,379.1442845,234.1963983,583.4956
Rajasthan,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
Rajasthan,<5 years,Female,Other non-communicable diseases,Affected,2418.656873,1729.548327,3229.307868
Sikkim,<5 years,Female,Other non-communicable diseases,Affected rank,3,,
